ID,Type,Situation,Question,Option_0,Option_1,Option_2,Option_3,Answer
15gldxl,Influence,"A person is expressing stress about the upcoming Christmas celebrations in their blended family. The mother-in-law is insisting on hosting Christmas at her house and refusing to travel, despite the person and their wife having traveled to her at least twice a year. ",How can the husband navigate this situation and find a solution that respects both his mother-in-law's wishes and his own desire for a location for Christmas?,The husband should suggest alternating years for Christmas celebrations and have an open discussion with his mother-in-law to address both parties' wishes and limitations.,The husband may struggle to balance his mother-in-law's wishes with his own desire for a Christmas location due to constraints on his decision-making.,"The husband must consider his mother-in-law's perspective and find a solution that respects her wishes, while also addressing his own desires for the Christmas location.",". The husband should consider hosting Christmas at their own home, accommodating both his mother-in-law and their own preferences.",0
17ocdk3,Influence,A person and their fiancé are at an impasse regarding their last name and are unable to reach a compromise.,How can we resolve our disagreement about our last name?,The couple could consider hyphenating their last names in order to maintain their individual surnames while also having a matching name for their family.,The couple is unwilling to compromise on their last names due to the importance of their individual identities.,"The impasse is a result of differing beliefs about personal identity and societal norms, and failure to find a compromise could result in more conflict or a postponed decision.",Options for resolving the disagreement about our last name include flipping a coin or drawing straws to make an unbiased decision.,0
17sklen,Influence,"A person's boyfriend has become possessive and bitter over her sister's relationship with one of her old college friends. He makes negative comments about their looks and income disparity, claiming that the boyfriend is below her sister's league.",What can the person do or say to address her boyfriend's strange behavior and obsession with her sister's dating life?,"The person should address her boyfriend's strange behavior and obsession with her sister's dating life by acknowledging his possible feelings of insecurity and threat, and discussing it openly with him.",Express your concerns about your boyfriend's obsession with your sister's dating life and consider suggesting couple's therapy if necessary to address his strange behavior.,The person should address her boyfriend's strange behavior and obsession with her sister's dating life to prevent it from continuing.,"If your boyfriend's possessive and bitter behavior continues, it may be necessary to take a break from the relationship to address his deeper underlying issues individually.",1
14m2ilq,Influence,"A person's mother-in-law (MIL) came back from a trip abroad and informed them one day in advance that she would be visiting. The person expressed concerns about the MIL not asking before visiting, given her history of visiting while sick, which is particularly concerning as they have a newborn with low white blood cells. The person's husband blamed them for making the MIL feel unwelcome by asking if she was healthy before the visit.",How can the person address the comment from her husband and get validation for wanting basic respect and boundaries in this situation?,"Explain to your husband that expressing concerns about the baby's immune system is not about excluding anyone, but about prioritizing the baby's health.","The person should communicate openly with her husband, discussing their concerns and intentions, to ensure they are in agreement before approaching the mother-in-law about the need for basic respect and boundaries.","The person should consult a pediatrician for guidance on visitors, ensure her husband takes the lead in negotiating and pushing back with his mother, and emphasize the potential consequences of her newborn getting sick.",The person needs to address the comment from her husband and seek validation for wanting basic respect and boundaries to prevent further strain on their relationships.,2
13fzug4,Influence,"A person's best friend broke up with her brother-in-law, causing tension and anger within the family. The husband and in-laws are pressuring the person to end her friendship with the best friend.",How can the person navigate the pressure from her husband and in-laws to drop her best friend without betraying her own values and beliefs?,"The person could consider the perspective of their husband and in-laws, assess the harm caused by their best friend, and determine if maintaining the friendship is worth risking family dynamics.",The person may face ongoing pressure to sever ties with her best friend due to the family's belief that the friend is causing tension.,"The person can act as a mediator between her best friend and her family, helping to foster communication and resolve the situation without compromising her own values and beliefs.","The person should assert their beliefs and set boundaries with their husband and in-laws, making it clear that they will not end their friendship and will not tolerate negative discussions or pressure.",3
170srok,Influence,"A person and his wife, who are both Chinese, are expecting their first child and are having a debate about which surname the child should take. The husband wants to compromise by giving the child both their surnames, but the wife initially views it as odd and is concerned about potential social implications, as they live in Canada.",How can the person resolve the disagreement with his wife and come to a decision on which surname their child should have?,The couple must find a way to overcome their disagreement and reach a decision regarding their child's surname despite the wife's discomfort with the idea of giving the child both surnames.,The resolution of the disagreement between the husband and wife on the child's surname depends on their ability to understand and respect each other's cultural perspectives.,The husband can explain the importance of both family heritages and embracing multicultural identity to help resolve the disagreement with his wife and reach a decision on their child's surname.,"Hyphenating both surnames is a suitable compromise that is common and convenient, with no negative social implications, and allows each parent to share a surname with the child.",3
142hkor,Influence,"A person (31F) has been best friends with a man (34M) for several years and their relationship has always been flirty. She developed feelings for him but didn't say anything until recently when she noticed his behavior changing and thought her feelings might be reciprocated. However, he rejected her confession.",How can the person move on from the rejection and maintain a good friendship with her best friend?,"The person should have an open and honest conversation with her best friend, clearly communicating her feelings and expectations, while also being prepared for different outcomes, in order to move on from the rejection and maintain their friendship.","Moving on from the rejection and maintaining a good friendship can be achieved by establishing new boundaries, temporarily reducing contact, and directly addressing the shift in the friendship.","The person should reflect on her emotions and spend time analyzing the reasons for her feelings, allowing her to possibly gain perspective on the friendship and move forward.",The person should embrace the current dynamics of their friendship and appreciate their connection without trying to change it in order to move on from the rejection and maintain a good friendship with her best friend.,1
1496y1e,Influence,"A person is a fan of trivia and documentaries, as is her boyfriend. In order to not come across as a know-it-all, she pretends not to know certain facts. However, her boyfriend became angry when he discovered she had been pretending, accusing her of being a liar.",How can the person fix the situation with her boyfriend and address his concerns about her lying?,The person needs to address her boyfriend's concerns about her lying and assuage his anger caused by her pretending ignorance about certain facts.,"Apologize, explain the reason for pretending, and assure your boyfriend of your commitment to more genuine conversations.",The person can fix the situation with her boyfriend by expressing genuine interest in learning from each other and emphasizing that the pretense was meant to maintain a harmonious dynamic.,"Explain to your boyfriend that pretending not to know certain facts was never intended as a lie or dishonesty, validating his feelings of being deceived.",1
17rkf2h,Influence,"A person explains that their relationship with their boyfriend's mother, Cindy, has taken a turn for the worse recently. They used to have a great relationship, but Cindy has become distant and upset with the person. The boyfriend eventually reveals that he vented to his brothers about disagreements with the person, which caused misunderstandings with Cindy.",How can the person mend her relationship with her boyfriend's mom and address the issues that have caused a strain in their relationship?,The person may need to address the hurt and betrayal caused by the boyfriend's mom's actions and distant behavior in order to mend their relationship.,The person should have a direct conversation with her boyfriend about their issues and establish boundaries regarding discussing their arguments with his mother to mend their relationship.,"The person should address the text she found with the boyfriend's mom, expressing her hurt and seeking clarification for a better grasp of the situation.","The person can mend her relationship with her boyfriend's mom by apologizing, showing willingness to make amends, and improving the relationship.",1
16i2xew,Influence,"A person's boyfriend is extremely cheap and refuses to spend money on things like new bras or a planned trip, citing various excuses, causing frustration and resentment in the relationship.",What can the person do to address her boyfriend's extreme frugality and find a resolution to their ongoing financial conflicts?,The person should assert financial independence and assess if their boyfriend's extreme frugality aligns with their values and aspirations.,The person can suggest compromising by setting a budget for expenses or searching for deals to address their boyfriend's extreme frugality and resolve their financial conflicts.,The person can address their boyfriend's extreme frugality and find a resolution to their financial conflicts by openly communicating their frustration and emphasizing the importance of investing in necessary items.,The person should address her boyfriend's extreme frugality and find a resolution to their ongoing financial conflicts to avoid future dissatisfaction and conflict in the relationship.,0
123278u,Influence,"A person, a 37-year-old man, told a lie about his ex-girlfriend's death to gain sympathy for his drug use in his younger years. This lie has carried into his adulthood and caused problems at his wedding when a friend made a speech about the deceased ex-girlfriend.","How can the person handle the situation, stop people from bringing up his ex-girlfriend, and reassure his wife who is feeling insecure?",The person does not need to reassure his wife about the situation involving his ex-girlfriend as it is unrelated to their current relationship.,The person wants to seek understanding for his past drug use to avoid judgment or rejection and reassure his wife's insecurity.,"The person needs to be honest with his friends about the lie he told and the reasons behind it, apologize to his wife for not correcting their assumptions, and take accountability for his actions in order to rebuild trust and maintain his sobriety.","The person can seek professional counseling or therapy to address past drug use and underlying issues, helping him heal and grow, handle the situation, stop people from bringing up his ex-girlfriend, and reassure his wife who is feeling insecure.",2
16r4c92,Influence,"A person has a scar on their head and their girlfriend's brother keeps asking about it, despite being told to stop. The girlfriend doesn't understand why it bothers the person and suggests they should just tell him.",How can the person get their girlfriend and her brother to understand and respect their boundaries regarding discussing their scar?,The person may continue feeling frustrated and anxious if their girlfriend and her brother do not understand and respect their boundaries regarding discussing their scar due to a lack of empathy or understanding on the brother's part.,"Create a safe and understanding environment, promote open communication, empathy, and respect to help the person get their girlfriend and her brother to understand and respect their boundaries regarding discussing their scar.","The person should assert their boundaries by removing themselves from the situation if the brother continues to ask about the scar, as the girlfriend's lack of concern for their discomfort is problematic.","The person wants their girlfriend and her brother to understand and respect their boundaries about discussing the scar, as it brings up painful memories for them.",2
14ozwa7,Influence,"A person, a 25M, is feeling pressure from his girlfriend, a 23F, to propose despite financial constraints. They have a great relationship but are currently in a long-distance situation, with the person recently graduating college and searching for a job.",How can the person manage the pressure from his girlfriend to propose when he is not financially ready to afford the ring she desires?,"He may feel pressure to propose due to societal expectations and his girlfriend's desires for commitment, despite not being financially ready to afford the ring she desires.","The person must prioritize their financial stability and only propose when they are financially ready, ignoring any pressure from their girlfriend.","Consider proposing with a family heirloom or finding a more affordable, meaningful symbol of your commitment as alternatives to a traditional engagement ring.",Openly communicate with the girlfriend about financial constraints and explore compromises or more affordable options for the ring.,1
14fbefh,Influence,"A person is friends with Kelsey, who struggles to accept rejection from men in their shared social network. Kelsey continues to pursue men who are not interested, causing discomfort and avoidance among the group. The person is concerned about the impact on their own reputation and wants to address the issue.",How should the person approach the situation with Kelsey and address her inappropriate behavior towards men who reject her?,"The person can assist Kelsey by offering support and guidance in comprehending and embracing rejection, while also promoting the development of genuine connections with individuals who reciprocate her interest.",The person should address the impact of Kelsey's actions on the group and work towards finding a solution for a healthy social dynamic.,The person should have a conversation with Kelsey about her hurtful behavior towards men and express that they cannot be friends with someone who acts unkindly towards others.,The person is concerned about their reputation due to Kelsey's inappropriate behavior towards men who reject her.,2
zky6b0,Influence,"A person and her husband had a beautiful and intimate moment at the beach, where he expressed his deepest feelings about their marriage and their upcoming child.","How can the person encourage her husband to be more open and vulnerable in their everyday lives, rather than only expressing his emotions sporadically when he feels very strong emotions?",The serene and intimate setting of the beach can likely strengthen their bond and create a deeper sense of unity in their marriage.,"The person's deep connection with their husband makes them feel overwhelmed with love and happiness, prompting them to desire their husband to be more open and vulnerable in their everyday lives.",Suggest regular journaling or self-reflection exercises to help the husband become more in tune with his emotions and easily express them.,"The person can show appreciation for her husband's emotional expression and create a safe environment for him to share his feelings, encouraging him to be more open and vulnerable in their everyday lives.",3
123onef,Influence,"A person (31M) and his girlfriend (31F) have been fighting frequently since moving in together, primarily over household tasks and communication issues. The person's friends have reassured him that these fights are normal in relationships.",How can the person resolve the frequent fights with his girlfriend and find a way for their relationship to level out?,The person should consider if the fights indicate underlying incompatibilities or unresolved issues that may necessitate significant relationship changes.,"The person should communicate openly and honestly with his girlfriend, discuss household tasks expectations, and find a compromise for their relationship to stabilize.",The person should assess if their friends' reassurance about the fights being normal justifies disregarding or downplaying the ongoing conflict in their relationship in order to find a way for their relationship to stabilize.,The person needs his girlfriend to contribute more around the house and improve communication to resolve their frequent fights and stabilize their relationship.,1
z6wod4,Influence,"A person is in a relationship with their boyfriend for two years, and his female friend seems hostile and uninterested in getting to know the person. The friend spends a lot of time with the boyfriend and behaves friendly with everyone except the person.",How can the person address the issue of the unfriendly behavior and lack of effort from their boyfriend's female friend towards building a relationship with the person?,"The person's presence in her friend's life may make her feel threatened, causing insecurity or jealousy.",The lack of communication between the friend and the person could cause tension and strain on the relationship.,Address the issue of the unfriendly behavior and lack of effort from your boyfriend's female friend by discussing it with him and requesting his acknowledgment.,Stepping back and allowing more time and space for the female friend to get to know the person may help in improving their relationship.,2
13193ic,Influence,"A person recently got married, and their mother, who lives in a different country, had a rude conversation with their spouse during their first phone call. The mother is unapologetic and plans to visit next month, causing concern for the person.",How can the person manage the situation and set boundaries with their mother to avoid ruining the mood in their marriage?,"The person can manage the situation by engaging in an honest conversation with their mother, addressing her hurtful behavior and setting expectations for her visit.",The situation can be managed and boundaries can be set with the mother to avoid ruining the mood in the marriage by addressing the issue of cultural differences or clash of personalities.,"Manage the situation by setting boundaries with your mother and prioritizing your marriage, making it clear that her visit cannot happen if she can't respect your wife and life choices.",". Ensure that your mother understands the importance of respecting your spouse and their role in your life, by setting clear expectations and boundaries for her behavior during her visit.",2
13qpfta,Influence,A person's boyfriend is upset and claims that she ignored and patronized him when trying to console him about potentially losing his job.,How can the person approach this situation in the future to be a better partner and avoid making her boyfriend feel ignored and patronized?,The person should ask her boyfriend how he wants to be comforted in the future and address the issue of his passive-aggressiveness.,The person should adjust their approach to consoling their boyfriend in order to prevent him from feeling ignored and patronized.,"Approach the situation by showing empathy and acknowledging your boyfriend's feelings, while being understanding that he may not always be willing to openly communicate about his emotions at the time.","The person should focus on being present and not overthinking how to console him, while recognizing that open communication may not always prevent misunderstandings and hurt feelings.",0
14unrjg,Influence,"A person and his wife have different music tastes, with the wife being more into popular artists while the person enjoys more alternative music. The wife accuses the person of being pretentious about his music taste, leading to tensions and hurt feelings in their relationship.",How can the person resolve the issue of his wife feeling insecure and viewing his music taste as an attack on her intellect?,"The lack of understanding and acceptance of each other's differences could lead to further tensions and conflicts in their relationship, causing the wife to feel insecure about her intellect and view the person's music taste as an attack on it.","Resolve the issue of the wife's insecurity and viewing of the person's music taste as an attack by introducing her to artists and songs with meaningful lyrics and captivating melodies, emphasizing the emotional depth and artistic value in the genre.",The person can address his wife's insecurities about his music taste by openly and non-judgmentally sharing the personal and emotional significance it holds for him.,"Address the issue by discussing the feelings of judgment caused by her comments, keeping your music preferences to yourself, showing interest in her taste, and allowing her to form her own opinions on your music.",3
11aq207,Concern,"A person, a 30-year-old man, is married to a chronically ill and disabled wife. Her health has significantly deteriorated over the past two years, leading to various physical and mental challenges. The person has taken on the role of caretaker, experiencing financial stress and emotional burden.","Should a person consider leaving the marriage due to the difficulties of being a caretaker and the desire to have children, considering the impact on his wife's condition and the potential genetic inheritance?","A person should advocate for increased awareness and support for caretakers of chronically ill and disabled individuals to address the difficulties of being a caretaker and the potential genetic inheritance, rather than considering leaving the marriage or having children due to his wife's condition",A person should consider seeking support and making necessary adaptations to improve his situation as a caretaker before making any decisions regarding leaving the marriage or having children.,"If a person feels overwhelmed and unable to handle the responsibilities of being a caretaker, seeking assistance from family members, support groups, or professional caregivers may be necessary before making any decisions about the future of the marriage","Reproductive options and genetic counseling can help mitigate potential risks and should be considered in deciding whether or not to have children, without solely relying on genetic inheritance",1
16b7tbs,Concern,A person's wife cheated on him and he recently discovered that his daughter is not biologically related to him. The daughter is struggling with her identity and attempted to harm herself.,How can a person help his daughter understand that he still considers her his daughter and that her existence is extremely important to him?,A person wants to reassure his daughter of his love and importance despite feeling betrayed and hurt by the discovered lack of biological relation.,"Consistently reassure your daughter of your love and parental bond, and consider seeking therapy to navigate this difficult situation together.",Have honest conversations with your daughter so she can freely express herself without judgment and understand that she is still your daughter and important to you.,Involving extended family members can help reaffirm your daughter's importance and belonging within the family.,1
16krqne,Concern,A person's best friend was in a severe car accident that resulted in the death of her fiancee and her own life-threatening injuries. She has just come out of a coma but does not know about her fiancee's death due to her unstable condition.,How can a person handle her best friend's questions about her fiancee without upsetting her or going against the wishes of her family and medical team?,"A person is unsure of how to share the devastating news with her best friend, considering her fragile state.",A person should openly discuss the accident and her fiancee's death with her best friend in order to help her process her grief and loss.,A person should honestly share with her best friend about the death of her fiancee to avoid long-term confusion and distress.,"A person should consult with the family and medical team before addressing the best friend's questions about her fiancee, being mindful of her current condition and level of awareness.",3
15yyxf8,Concern,"A 30-year-old man wants kids and only dates women under 30, believing that older women pose risks. His female friend disagrees, stating that women over 30 are more likely to be interested in having kids, but he refuses to consider this perspective.",How can the female friend help the man see the value in considering women over 30 for a serious relationship and starting a family?,The female friend can help the man understand the benefits of considering women over 30 for a serious relationship and starting a family by discussing their fertility and lower risk of age-related complications in pregnancy compared to younger women.,The female friend can help the man see the value in considering women over 30 by urging him to reflect on his past preferences and choices.,The female friend can present evidence and statistics that challenge the man's belief about the risks associated with women over 30 for serious relationships and starting a family.,"By sharing personal stories or examples of women over 30 who have successfully started families and had fulfilling relationships, she can emphasize the happiness and love that can be found in this age group.",1
15e3x2q,Concern,"A person was asked by his friend to ""take one for the team"" and talk to a girl who was considered less attractive but ended up falling in love with her. However, when the truth comes out, the girlfriend becomes insecure about her relationship.",How can the person help his girlfriend regain confidence in their relationship and herself?,"Ways to help the person's girlfriend regain confidence in their relationship and herself include addressing her insecurity stemming from her belief that her partner settled for her initially, causing doubts about his true feelings.",Facilitate a supportive and non-judgmental environment for her to openly address her insecurities and concerns.,"Support her in cultivating self-worth, personal growth, and reflecting on her unique qualities and strengths that attracted him to her initially.","The person can help his girlfriend regain confidence in their relationship and herself through actions, not words, by being loving, affectionate, and romantic, without mentioning the gym or comparing her to others.",3
1533iyq,Concern,"A person's wife fell for a scam and lost $25,000, causing strain in their marriage. The wife is now depressed and withdrawn, while the husband has trust issues and financial concerns.",How can a person comfort his wife and help her out of depression while still addressing his anger about the financial consequences?,A person can comfort his wife and address his anger about the financial consequences by working on rebuilding trust and addressing underlying issues.,Balancing anger towards financial consequences and avoiding only focusing on him is important in comforting a person's wife and helping her overcome depression.,"A person must prioritize his wife's emotional well-being and provide support and love, while also addressing his anger about the financial consequences without making her feel guilty or adding to her feelings of shame and depression.",A person should communicate openly with his wife about the financial impact and seek professional help for her depression.,3
17wx293,Concern,"A person (39F) is in a relationship with her partner (40M) who has difficulty letting go of past traumas and issues in their relationship. Despite his efforts to resolve conflicts and improve communication, the partner tends to ruminate on past hurts and dismiss progress made.","How to encourage and support the partner in processing his conflicts and past traumas, and how to break the cycle of holding onto negative emotions?","A person is advised to remember that she cannot compel her partner to change or release negative emotions, as it is ultimately the partner's responsibility to seek help and implement the required changes for personal development.",The individual may exhibit these behaviors due to emotional wounds and a lack of trust in the relationship.,"If the partner consistently dismisses progress and fails to actively work on resolving his past traumas and issues, it may be necessary to reevaluate the relationship.","Emphasize progress and creating new responses in the present, utilizing couples therapy, open communication, and individual therapy.",3
16ffwo2,Concern,"A person's friend has been trying for a baby for years and has experienced multiple losses. The friend has recently claimed to be pregnant, but the person is skeptical because the doctor says otherwise and the pregnancy test appears negative.",How can the person handle the situation and be a supportive friend without invalidating their friend's belief that she is pregnant?,"The person should show empathy, express concern for their friend's well-being, encourage professional help, and be mindful of avoiding pregnancy-related discussions and triggers.","The person should provide understanding and support to their friend, regardless of whether they believe her pregnancy is unlikely or not.",The person can provide alternative explanations for the conflicting information and suggest seeking a second medical opinion.,The person can navigate the situation tactfully and provide emotional support while respecting their friend's belief in her pregnancy despite conflicting evidence.,0
17thj9n,Concern,"A 39-year-old woman donated her eggs to her 45-year-old sister, who used them to carry and give birth to her daughter, Julia. The woman is now wondering how Julia will react when she finds out that her aunt is genetically her mother, and what impact it will have on Julia's relationship with her sister and cousin.","How should the woman prepare for the moment when Julia turns 18 and finds out that she is genetically her mother, and what questions should she address in a letter or video to help Julia understand the situation?",A woman should seek guidance from professionals and educate herself on the impact of delayed disclosure in order to prepare for the moment when Julia turns 18 and help her understand her origins and the situation.,"A woman may not need to prepare for Julia turning 18 and discovering she is genetically her mother, as Julia may already have knowledge of her unique family situation.",A woman should trust herself to handle the situation with Julia about their genetic relationship without seeking help from professionals.,"Julia would benefit from delayed disclosure to ensure emotional maturity and comprehension of her genetic and familial connections, prompting the woman to address relevant questions in a letter or video.",0
15a320e,Concern,"A person, a 42-year-old man, is married to a 43-year-old woman who regrets having her 2-year-old daughter. The couple is experiencing stress due to the child's challenging behavior and the wife's worsening temper. The person is working two jobs to support their family while the wife works part-time at a job she dislikes.",How can the person support his wife through her regret and the challenges of raising their difficult 2-year-old daughter?,"The man should provide support and communicate effectively with his wife, offering opportunities for her to have time alone and decompress, utilizing a tap-out technique when needed, and seeking additional support from family, friends, and resources such as therapy to alleviate the stress and challenges of raising their difficult child.",The person seeks support on how to handle the challenges of raising his difficult 2-year-old daughter and the strain it puts on their relationship.,"The person can support his wife through her regret and the challenges of raising their difficult 2-year-old daughter by addressing unmet expectations, financial pressure, and unaddressed emotional needs to prevent further strain in their marriage.",Support your wife through her regret and the challenges of raising your difficult 2-year-old daughter by encouraging her to take responsibility for her own feelings and actions.,0
17h92ow,Concern,"A person, a 34-year-old man, had a child with his girlfriend in his late teens. Due to their financial struggles, they put their son up for adoption when he was 15 months old. However, the person recently discovered that his son, now 16 years old, had been kicked out of his mother's custody and is exhibiting destructive behavior.",What can the person do to help his son and how can he overcome his own feelings of anger and guilt?,"The person can shape his desired social outcomes by advocating for the child's best interests, collaborating with personities, and seeking support from community organizations or support groups to overcome his feelings of anger and guilt.","The person can help his son and overcome his feelings of anger and guilt by showing empathy, understanding, and acknowledging the impact of adoption and separation on his son's life instead of focusing on punishment and consequences.","Develop a game plan with your wife and establish clear rules and consequences to show your son your love and avoid enabling his destructive behavior, helping to overcome your own feelings of anger and guilt.","The person can help his son by prioritizing his emotional and mental well-being, offering unconditional love and support instead of focusing on rigid rules and discipline and should overcome his own feelings of anger and guilt.",2
11efagf,Concern,"A person, a 29-year-old woman, is married to her husband, who has two children from a previous relationship. Recently, the husband's ex revealed that their 12-year-old child is not biologically his. ",How to help her husband cope with the situation and decide whether or not to tell their son the truth about his paternity?,"The husband should seek legal advice and therapy to cope with the situation and protect his rights as a parent, while also ensuring that the truth is communicated to his son in a healthy way.",The person wants advice on supporting her husband in handling the situation and determining if he should inform their son about his true paternity.,The person should encourage her husband to have an open and honest conversation with their son about his paternity for transparency and trust within the family.,"The person can improve the family bond by seeking understanding, resolution, and support from her husband and extended family.",0
10y70qx,Concern,"A person is in a relationship with his fiancee of two years, but her behavior has become increasingly difficult and unpredictable. She has meltdowns over small things and makes threats of self-harm. The person feels like he is constantly walking on eggshells and wants advice on how to handle the situation.",How can I handle my fiancee's unpredictable behavior and threats of self-harm in a healthy and supportive way?,The person is seeking advice on how to deal with his fiancee's unpredictable behavior and threats of self-harm.,"Dealing with the fiancee's unpredictable behavior and threats of self-harm in a healthy way involves setting boundaries, improving communication, and fostering understanding and compromise in the relationship.","Handle your fiancee's unpredictable behavior and threats of self-harm by educating yourself about mental health and self-harm, offering support and reassurance, while understanding that you are not responsible for her actions or well-being.",Seeking professional help and support is a beneficial step to prioritize your own well-being and safety and address your fiancee's unpredictable behavior and threats of self-harm.,3
14z6xhs,Concern,"A person's girlfriend underwent surgery and lost all her memories, including forgetting the person and her family members. The person is devastated and wants to help her remember their relationship and cope with the situation.",How can a person help his girlfriend remember their relationship and cope with her memory loss?,A person wants to find ways to help his girlfriend remember their relationship and cope with her memory loss.,"A person should be patient and not push any romantic gestures on his girlfriend, give her space if she needs it, focus on creating new memories together, seek therapy for mental health support, and consult with her parents and doctors for further guidance.","A person can create a journal or scrapbook with their girlfriend to document new memories and experiences, which may trigger older memories and create new ones.",A person can support his girlfriend's memory by being patient and giving her space to remember without overwhelming her with information about their relationship.,1
1818et4,Concern,"A person's boyfriend broke his frenulum during sex and is now experiencing pain, making it impossible for him to have sex. Sex is important to their relationship, but they value their relationship more.","Has anyone experienced a similar situation, and what can a person do to help and support their boyfriend?","A person should encourage their boyfriend to seek medical attention and be patient as healing may take time, exploring alternative forms of sexual pleasure in the meantime, and ensuring he attends his doctor appointments consistently.","A person prioritizes emotional connection and relationship satisfaction, and seeks advice for supporting their boyfriend in a similar situation.","Find ways to strengthen your emotional bond and deepen your connection by engaging in meaningful conversations, shared activities, and acts of love and affection.","A person should openly communicate their feelings, desires, and concerns to their boyfriend to efficiently and accurately convey their intentions and provide help and support.",0
13jpzdd,Concern,"A person's daughter, Savannah (26), has confessed to being involved in an affair with her friend's husband. This is not the first time Savannah has done something like this, and she shows no remorse for her actions.",How can the person handle this situation and help her daughter realize the consequences of her actions?,A person can handle the situation by appealing to her self-interests through sharing statistics on the low success rate of affairs leading to lasting relationships and the likelihood of future betrayal by a cheater.,"The person should have an open and honest conversation with Savannah, clearly expressing his love and support to convey his intentions efficiently and accurately and help her daughter realize the consequences of her actions.","Savannah's personal character traits and unresolved emotional issues may lead to a situation, and the choices she makes and consequences she faces will determine the outcome.","The person is trying to navigate his daughter's repeated infidelity and lack of remorse, which contradicts his moral values and expectations.",0
132iyck,Concern,"A person is a mother of three adult children, with the youngest daughter (32F) still living with her. The youngest daughter battles depression and feels unsupported by her mother and siblings, leading to strained relationships and isolation.","How can a person handle the situation with her youngest daughter, who feels unsupported and has created tension between the mother and her other children?",A person may need to address the lack of emotional understanding and connection from her mother and siblings to handle the situation with her youngest daughter who feels unsupported and has created tension between the mother and her other children,"The lack of awareness and communication within the family may lead to strained relationships and worsen the daughter's depression, making it important for a person to find a way to handle the situation with her youngest daughter","A person can address the situation by encouraging open dialogue, family therapy or counseling sessions, and fostering understanding and support within the family","Encourage therapy for the youngest daughter and seek professional help for co-dependency, boundaries, and mend relationships with other children",3
z6vqot,Concern,"A person's partner recently became disabled due to organ damage caused by medication, and the person is now their full-time caregiver. The person is feeling overwhelmed and struggling with their partner's depression.","How can the person help their partner feel more ""manly and strong"" despite their disability, and what enrichment activities or hobbies can they introduce to boost their partner's self-esteem?",Seek professional guidance to address emotional and mental challenges related to disability and explore resources that can potentially assist with therapy costs.,The person seeks ways to support their partner's self-esteem and cope with caregiving-related challenges.,The person should openly communicate with their partner using clear and compassionate language to convey their needs and concerns and boost their partner's self-esteem despite the disability by introducing enrichment activities and hobbies.,Promote open communication and remind your partner that their self-worth is not determined by their physical abilities.,0
zj3lvr,Concern,"A person and his wife lost their three children, including two adult twins and a teenager, within a short period of time. His grief has led to a toxic and distressing relationship, characterized by emotional outbursts and physical violence.",How can a person change himself to better support his wife and improve their relationship in the midst of overwhelming grief?,A person can address his overwhelming grief and loss in order to halt the cycle of toxicity and improve their relationship.,A person can change his emotional response and behavior to better support his wife and improve their relationship in the midst of overwhelming grief.,"By actively educating yourself about the grief process and understanding its individual impacts, a person can better support his wife and improve their relationship in the midst of overwhelming grief.",A person should seek individual counseling and attend group sessions for people who have lost children to better support his wife and improve their relationship.,3
169hpsv,Concern,"A 52-year-old man is seeking help for a stay-at-home-mom (SAHM) wife, who is burned out. They have two young children and have divided household chores and parenting duties, but his wife feels overwhelmed with the emotional burden of being a mom.",How can the husband help his burned out SAHM wife who feels overwhelmed with the emotional burden of being a mom?,The husband can help a burned out SAHM wife who feels overwhelmed by supporting her in parenting responsibilities and managing household chores,The husband can support the burned out SAHM wife by understanding the constant stress and overwhelming responsibilities of motherhood and helping to increase her motivation and energy levels,The husband should consider having a serious conversation about his wife potentially going back to work and should also check if she is experiencing any mental health issues since burnout is common in people with depression,The husband can alleviate the burned-out SAHM wife's overwhelming emotional burden by actively participating in parenting and household tasks,2
135r9xt,Concern,"A person's husband is currently on strike along with 40 other technicians from his workplace, after joining a union to improve their working conditions. The person, who is currently unemployed, wants to know how to support her husband during this time.",How can the person effectively support her husband while she is currently unemployed?,"The technicians joined the union to improve their working conditions, and now negotiations are needed between the union representatives and the employer to address their demands.",The person can effectively support her husband while she is currently unemployed by organizing fundraising events or creating a crowdfunding campaign to alleviate financial pressure and show solidarity with the striking technicians.,"Support and encourage her husband's decision, cut down on unnecessary expenses, continue searching for job opportunities, and consider part-time employment as a temporary solution.","The person wants to show solidarity and be there for her husband during this difficult time, which is why she feels the need to support him effectively while she is currently unemployed.",2
